angry;disgust;scared;happy;sad;surprised;neutral
17.23;0.35;31.29;14.77;10.02;12.75;13.58
12.55;0.17;22.52;20.11;8.43;13.32;22.89
18.74;0.17;21.18;19.23;9.25;11.86;19.56
14.32;0.02;24.03;9.23;4.73;8.07;39.62
6.37;0.05;13.78;45.42;4.84;2.54;27.01
11.67;0.09;10.19;33.6;5.62;7.85;30.98
20.07;0.24;22.43;25.56;6.93;8.51;16.25
14.78;0.34;25.33;29.63;9.05;5.89;14.98
15.82;0.17;23.71;23.26;7.33;9.74;19.97
8.48;0.34;20.01;21.73;9.08;18.21;22.14
7.67;0.68;21.72;18.64;11.26;16.01;24.01
15.85;0.4;23.03;23.7;8.77;11.13;17.12
16.66;0.09;19.56;32.7;6.51;6.74;17.73
18.1;0.26;29.1;18.65;7.64;8.96;17.28
16.47;0.15;25.63;17.8;6.38;14.72;18.84
14.11;0.1;19.85;23.09;7.52;8.95;26.38
16.56;0.2;35.48;16.85;6.67;10.56;13.67
16.2;0.06;25.23;21.79;5.83;10.88;20.01
15.01;0.32;27.23;27.34;7.49;8.1;14.52
14.95;0.13;20.02;25.48;6.77;10.35;22.31
18.6;0.11;21.72;27.51;6.91;8.51;16.63
18.62;0.15;27.91;26.48;6.74;4.71;15.39
22.97;0.06;26.76;19.68;6.7;7.58;16.25
10.47;0.12;22.83;18.43;5.84;20.42;21.89
12.81;0.35;24.98;17.8;7.81;15.74;20.51
14.8;0.66;25.04;20.46;13.0;9.31;16.73
17.31;0.47;20.26;29.46;10.32;8.71;13.46
16.18;0.76;19.91;28.01;12.07;8.06;15.01
17.7;0.39;22.77;25.12;10.98;6.07;16.96
19.16;0.73;22.11;24.26;7.81;7.81;18.12
14.91;0.15;24.37;25.77;8.18;8.08;18.54
15.84;0.16;25.77;21.75;9.56;8.43;18.49
14.85;0.14;21.07;13.73;5.94;23.14;21.13
3.04;0.0;8.66;4.36;4.74;41.66;37.55
3.79;0.0;9.77;4.65;4.53;35.3;41.96
3.45;0.0;8.57;4.18;4.46;38.9;40.44
3.64;0.0;9.93;4.22;5.21;36.65;40.35
3.91;0.01;9.27;4.41;4.17;39.14;39.1
3.72;0.0;10.18;4.7;4.55;32.11;44.74
2.9;0.0;10.14;4.63;4.68;36.6;41.05
3.34;0.0;10.18;4.32;4.71;35.37;42.07
3.45;0.01;10.29;4.31;4.87;31.62;45.46
3.18;0.0;9.49;4.27;4.39;38.74;39.92
3.47;0.0;9.71;4.58;4.49;35.77;41.98
3.63;0.01;10.52;4.67;4.94;31.75;44.49
3.22;0.01;9.29;4.8;4.67;34.86;43.14
3.83;0.0;9.6;4.39;4.72;36.33;41.13
3.24;0.0;9.68;4.55;4.2;40.03;38.29
3.53;0.0;10.04;4.16;4.56;35.58;42.12
3.94;0.0;10.41;4.32;4.83;34.23;42.27
