frameID,mediaTime,attention,dominantEmotion,emotion_Angry,emotion_Disgust,emotion_Fear,emotion_Happy,emotion_Neutral,emotion_Sad,emotion_Surprise,arousal,valence,affects38_Afraid,affects38_Amused,affects38_Angry,affects38_Annoyed,affects38_Anxious,affects38_Apathetic,affects38_Astonished,affects38_Bored,affects38_Calm,affects38_Conceited,affects38_Contemplative,affects38_Content,affects38_Convinced,affects38_Delighted,affects38_Depressed,affects38_Determined,affects38_Disappointed,affects38_Discontented,affects38_Distressed,affects38_Embarrassed,affects38_Enraged,affects38_Excited,affects38_Feel Well,affects38_Frustrated,affects38_Happy,affects38_Hopeful,affects38_Impressed,affects38_Melancholic,affects38_Peaceful,affects38_Pensive,affects38_Pleased,affects38_Relaxed,affects38_Sad,affects38_Satisfied,affects38_Sleepy,affects38_Tired,affects38_Uncomfortable,affects38_Worried,affects98_Adventurous,affects98_Afraid,affects98_Alarmed,affects98_Ambitious,affects98_Amorous,affects98_Amused,affects98_Angry,affects98_Annoyed,affects98_Anxious,affects98_Apathetic,affects98_Aroused,affects98_Ashamed,affects98_Astonished,affects98_At Ease,affects98_Attentive,affects98_Bellicose,affects98_Bitter,affects98_Bored,affects98_Calm,affects98_Compassionate,affects98_Conceited,affects98_Confident,affects98_Conscientious,affects98_Contemplative,affects98_Contemptuous,affects98_Content,affects98_Convinced,affects98_Courageous,affects98_Defient,affects98_Dejected,affects98_Delighted,affects98_Depressed,affects98_Desperate,affects98_Despondent,affects98_Determined,affects98_Disappointed,affects98_Discontented,affects98_Disgusted,affects98_Dissatisfied,affects98_Distressed,affects98_Distrustful,affects98_Doubtful,affects98_Droopy,affects98_Embarrassed,affects98_Enraged,affects98_Enthusiastic,affects98_Envious,affects98_Excited,affects98_Expectant,affects98_Feel Guilt,affects98_Feel Well,affects98_Feeling Superior,affects98_Friendly,affects98_Frustrated,affects98_Glad,affects98_Gloomy,affects98_Happy,affects98_Hateful,affects98_Hesitant,affects98_Hopeful,affects98_Hostile,affects98_Impatient,affects98_Impressed,affects98_Indignant,affects98_Insulted,affects98_Interested,affects98_Jealous,affects98_Joyous,affects98_Languid,affects98_Light Hearted,affects98_Loathing,affects98_Longing,affects98_Lusting,affects98_Melancholic,affects98_Miserable,affects98_Passionate,affects98_Peaceful,affects98_Pensive,affects98_Pleased,affects98_Polite,affects98_Relaxed,affects98_Reverent,affects98_Sad,affects98_Satisfied,affects98_Selfconfident,affects98_Serene,affects98_Serious,affects98_Sleepy,affects98_Solemn,affects98_Startled,affects98_Suspicious,affects98_Taken Aback,affects98_Tense,affects98_Tired,affects98_Triumphant,affects98_Uncomfortable,affects98_Wavering,affects98_Worried,quadrant,positivity
26,1.087,1,,0.21,0.03,0.2,0.09,0.27,0.11,0.1,0.03,-0.29,0.41,0.26,0.39,0.58,0.12,0.97,0,0.32,0,0.39,0,0,0.33,0,0.49,0,0.74,0.77,0.55,0.61,0.51,0,0,0.78,0,0.06,0.52,0.46,0,0.51,0,0,0.54,0,0,0,0.7,0.82,0,0.41,0.22,0.11,0,0.26,0.39,0.58,0.12,0.97,0,0.7,0,0,0.16,0.11,0.69,0.32,0,0,0.39,0.3,0,0,0.53,0,0.33,0,0.43,0.16,0,0.49,0.46,0.71,0,0.74,0.77,0.65,0.86,0.55,0.96,0.02,0.09,0.61,0.51,0.29,0.38,0,0.62,0.78,0,0.35,0,0.78,0,0.42,0,0.25,0.42,0.06,0.26,0.87,0.52,0.81,0.77,0.11,0.68,0,0.71,0.43,0.58,0.52,0.07,0.46,0.57,0.61,0,0.51,0,0.08,0,0,0.54,0,0,0,0.26,0,0,0.61,0.95,0.92,0.26,0,0,0.7,0.4,0.82,Obstructive,0.23
27,1.168,1,,0.21,0.02,0.19,0.17,0.21,0.13,0.07,-0.17,-0.29,0.06,0.16,0.04,0.28,0.41,0.99,0,0.62,0,0.09,0.05,0,0.13,0,0.65,0,0.72,0.6,0.28,0.83,0.19,0,0,0.59,0,0.16,0.53,0.7,0,0.72,0,0,0.67,0,0.24,0.26,0.82,0.93,0,0.06,0,0,0,0.16,0.04,0.28,0.41,0.99,0,0.87,0,0,0.33,0,0.55,0.62,0,0,0.09,0.36,0.25,0.05,0.23,0,0.13,0,0.1,0.48,0,0.65,0.63,0.85,0,0.72,0.6,0.41,0.9,0.28,0.89,0.38,0.44,0.83,0.19,0.14,0.01,0,0.58,0.92,0,0.09,0,0.59,0,0.58,0,0,0.69,0.16,0,0.72,0.53,0.6,0.66,0.08,0.42,0,0.89,0.28,0.37,0.68,0,0.7,0.59,0.54,0,0.72,0,0.33,0,0.12,0.67,0,0,0,0.5,0.24,0,0.56,0.81,0.98,0,0.26,0,0.82,0.65,0.93,Low Control,0.18
28,1.199,0.9,,0.15,0.05,0.12,0.22,0.24,0.17,0.06,-0.25,-0.29,0,0.09,0,0.15,0.5,0.98,0,0.7,0,0,0.1,0,0.03,0,0.69,0,0.7,0.52,0.17,0.88,0.05,0,0,0.5,0,0.16,0.5,0.77,0,0.78,0,0,0.7,0,0.35,0.37,0.85,0.95,0,0,0,0,0,0.09,0,0.15,0.5,0.98,0,0.91,0,0,0.36,0,0.49,0.7,0,0.09,0,0.35,0.33,0.1,0.1,0,0.03,0,0,0.58,0,0.69,0.68,0.89,0,0.7,0.52,0.31,0.9,0.17,0.85,0.49,0.55,0.88,0.05,0.05,0,0,0.53,0.96,0,0,0,0.5,0,0.62,0,0,0.77,0.16,0,0.65,0.5,0.5,0.6,0.03,0.3,0,0.93,0.2,0.28,0.7,0,0.77,0.58,0.48,0,0.78,0,0.39,0,0.23,0.7,0,0,0,0.57,0.35,0,0.53,0.74,0.99,0,0.37,0,0.85,0.73,0.95,Low Control,0.15
29,1.248,0.82,,0.17,0.03,0.1,0.21,0.28,0.13,0.08,-0.28,-0.3,0,0.05,0,0.09,0.55,0.97,0,0.74,0,0,0.12,0,0,0,0.71,0,0.68,0.48,0.12,0.91,0,0,0,0.45,0,0.16,0.48,0.79,0.03,0.8,0,0,0.71,0,0.4,0.42,0.85,0.95,0,0,0,0,0,0.05,0,0.09,0.55,0.97,0,0.93,0,0,0.37,0,0.45,0.74,0,0.14,0,0.34,0.36,0.12,0.03,0,0,0,0,0.62,0,0.71,0.7,0.9,0,0.68,0.48,0.26,0.9,0.12,0.82,0.54,0.59,0.91,0,0,0,0,0.5,0.97,0,0,0,0.45,0,0.64,0,0,0.8,0.16,0,0.6,0.48,0.44,0.57,0,0.24,0,0.95,0.16,0.24,0.71,0,0.79,0.58,0.45,0.03,0.8,0,0.41,0,0.28,0.71,0,0,0,0.59,0.4,0,0.51,0.7,0.98,0,0.42,0,0.85,0.76,0.95,Low Control,0.14
30,1.28,1,,0.14,0.03,0.17,0.27,0.21,0.11,0.06,0.08,-0.26,0.48,0.34,0.48,0.64,0,0.95,0,0.23,0,0.48,0,0,0.42,0,0.4,0,0.69,0.77,0.57,0.54,0.59,0,0,0.79,0,0.08,0.56,0.4,0,0.46,0,0,0.45,0,0,0,0.63,0.8,0,0.48,0.32,0.22,0,0.34,0.48,0.64,0,0.95,0,0.62,0,0,0.16,0.21,0.67,0.23,0,0,0.48,0.33,0,0,0.57,0,0.42,0,0.47,0.04,0,0.4,0.36,0.64,0,0.69,0.77,0.66,0.82,0.57,0.95,0,0,0.54,0.59,0.37,0.46,0,0.67,0.71,0,0.44,0,0.79,0,0.33,0,0.31,0.33,0.08,0.35,0.91,0.56,0.86,0.75,0.17,0.74,0,0.66,0.5,0.59,0.51,0.19,0.4,0.5,0.67,0,0.46,0,0.05,0,0,0.45,0,0,0,0.22,0,0,0.56,0.97,0.88,0.36,0,0,0.63,0.3,0.8,Obstructive,0.28
31,1.328,0.86,Neutral,0.19,0.03,0.08,0.12,0.37,0.17,0.04,-0.26,-0.25,0,0.15,0,0.12,0.48,0.98,0,0.71,0,0,0.19,0,0.07,0,0.65,0,0.64,0.47,0.11,0.89,0.03,0,0,0.45,0,0.24,0.55,0.8,0.08,0.81,0,0,0.66,0,0.4,0.42,0.81,0.97,0,0,0,0,0,0.15,0,0.12,0.48,0.98,0,0.91,0,0,0.43,0,0.43,0.71,0,0.17,0,0.42,0.39,0.19,0.05,0,0.07,0,0,0.57,0,0.65,0.64,0.87,0,0.64,0.47,0.26,0.87,0.11,0.82,0.51,0.56,0.89,0.03,0.1,0,0,0.57,0.95,0,0,0,0.45,0,0.58,0,0,0.78,0.24,0,0.65,0.55,0.48,0.55,0.1,0.3,0,0.94,0.25,0.22,0.75,0,0.8,0.52,0.52,0.08,0.81,0,0.46,0,0.29,0.66,0,0,0,0.62,0.4,0,0.47,0.72,0.97,0,0.42,0,0.81,0.71,0.97,Low Control,0.19
32,1.36,0.99,Happy,0.16,0.03,0.07,0.35,0.19,0.13,0.07,-0.19,-0.28,0.02,0.15,0.01,0.25,0.43,0.99,0,0.64,0,0.07,0.08,0,0.12,0,0.65,0,0.71,0.58,0.25,0.84,0.15,0,0,0.56,0,0.17,0.53,0.72,0,0.74,0,0,0.67,0,0.27,0.29,0.82,0.94,0,0.02,0,0,0,0.15,0.01,0.25,0.43,0.99,0,0.88,0,0,0.35,0,0.53,0.64,0,0.03,0.07,0.37,0.28,0.08,0.19,0,0.12,0,0.06,0.5,0,0.65,0.64,0.86,0,0.71,0.58,0.38,0.9,0.25,0.88,0.41,0.47,0.84,0.15,0.12,0,0,0.57,0.93,0,0.07,0,0.56,0,0.58,0,0,0.71,0.17,0,0.71,0.53,0.57,0.64,0.08,0.39,0,0.9,0.27,0.35,0.69,0,0.72,0.58,0.53,0,0.74,0,0.36,0,0.16,0.67,0,0,0,0.53,0.27,0,0.54,0.79,0.98,0,0.29,0,0.82,0.67,0.94,Low Control,0.18
33,1.408,1,,0.18,0.03,0.1,0.25,0.19,0.13,0.13,0.2,-0.2,0.6,0.43,0.64,0.73,0,0.89,0.13,0.01,0,0.64,0,0,0.56,0,0.2,0.11,0.59,0.76,0.61,0.37,0.72,0,0,0.81,0,0.08,0.58,0.24,0,0.33,0,0,0.26,0,0,0,0.47,0.71,0,0.6,0.5,0.41,0,0.43,0.64,0.73,0,0.89,0.15,0.46,0.13,0,0.1,0.41,0.64,0.01,0,0,0.64,0.33,0,0,0.65,0,0.56,0,0.56,0,0,0.2,0.16,0.47,0.11,0.59,0.76,0.7,0.71,0.61,0.92,0,0,0.37,0.72,0.49,0.61,0,0.71,0.57,0,0.59,0,0.81,0,0.13,0,0.43,0.13,0.08,0.51,0.96,0.58,0.93,0.71,0.24,0.85,0,0.51,0.6,0.59,0.43,0.39,0.24,0.37,0.72,0,0.33,0,0,0,0,0.26,0,0,0,0.09,0,0,0.46,0.98,0.78,0.54,0,0,0.47,0.08,0.71,Obstructive,0.36
34,1.44,1,,0.19,0.04,0.11,0.27,0.18,0.15,0.08,-0.08,-0.27,0.23,0.25,0.22,0.43,0.27,0.99,0,0.49,0,0.26,0,0,0.27,0,0.56,0,0.72,0.67,0.4,0.74,0.35,0,0,0.67,0,0.16,0.56,0.61,0,0.65,0,0,0.59,0,0.09,0.11,0.76,0.9,0,0.23,0.03,0,0,0.25,0.22,0.43,0.27,0.99,0,0.79,0,0,0.29,0,0.6,0.49,0,0,0.26,0.38,0.15,0,0.36,0,0.27,0,0.25,0.33,0,0.56,0.54,0.79,0,0.72,0.67,0.52,0.88,0.4,0.93,0.22,0.29,0.74,0.35,0.25,0.19,0,0.63,0.86,0,0.24,0,0.67,0,0.49,0,0.04,0.57,0.16,0.06,0.81,0.56,0.71,0.7,0.14,0.56,0,0.82,0.39,0.46,0.64,0,0.61,0.56,0.61,0,0.65,0,0.25,0,0,0.59,0,0,0,0.42,0.09,0,0.57,0.88,0.96,0.07,0.11,0,0.76,0.54,0.9,Low Control,0.22
35,1.488,0.77,,0.24,0.06,0.1,0.19,0.22,0.15,0.04,-0.28,-0.3,0,0.05,0,0.09,0.55,0.97,0,0.74,0,0,0.12,0,0,0,0.71,0,0.68,0.48,0.12,0.91,0,0,0,0.45,0,0.16,0.48,0.79,0.03,0.8,0,0,0.71,0,0.4,0.42,0.85,0.95,0,0,0,0,0,0.05,0,0.09,0.55,0.97,0,0.93,0,0,0.37,0,0.45,0.74,0,0.14,0,0.34,0.36,0.12,0.03,0,0,0,0,0.62,0,0.71,0.7,0.9,0,0.68,0.48,0.26,0.9,0.12,0.82,0.54,0.59,0.91,0,0,0,0,0.5,0.97,0,0,0,0.45,0,0.64,0,0,0.8,0.16,0,0.6,0.48,0.44,0.57,0,0.24,0,0.95,0.16,0.24,0.71,0,0.79,0.58,0.45,0.03,0.8,0,0.41,0,0.28,0.71,0,0,0,0.59,0.4,0,0.51,0.7,0.98,0,0.42,0,0.85,0.76,0.95,Low Control,0.14
36,1.52,1,,0.23,0.04,0.18,0.16,0.12,0.1,0.17,0.19,-0.2,0.59,0.44,0.63,0.72,0,0.9,0.12,0.03,0,0.63,0,0,0.56,0,0.21,0.12,0.59,0.75,0.6,0.38,0.71,0,0,0.8,0,0.1,0.59,0.26,0,0.35,0,0,0.27,0,0,0,0.48,0.72,0,0.59,0.49,0.4,0,0.44,0.63,0.72,0,0.9,0.14,0.47,0.12,0,0.13,0.39,0.63,0.03,0,0,0.63,0.35,0,0,0.64,0,0.56,0,0.54,0,0,0.21,0.17,0.48,0.12,0.59,0.75,0.68,0.71,0.6,0.92,0,0,0.38,0.71,0.5,0.59,0,0.72,0.58,0,0.59,0,0.8,0,0.13,0,0.41,0.15,0.1,0.5,0.96,0.59,0.92,0.7,0.26,0.85,0,0.53,0.61,0.58,0.45,0.38,0.26,0.36,0.73,0,0.35,0,0,0,0,0.27,0,0,0,0.11,0,0,0.45,0.98,0.78,0.53,0,0,0.48,0.09,0.72,Neutral,0.37
37,1.568,1,,0.25,0.02,0.11,0.23,0.22,0.09,0.08,-0.06,-0.28,0.26,0.24,0.25,0.46,0.26,0.99,0,0.47,0,0.27,0,0,0.26,0,0.56,0,0.73,0.7,0.43,0.72,0.38,0,0,0.7,0,0.13,0.55,0.58,0,0.62,0,0,0.6,0,0.05,0.07,0.76,0.89,0,0.26,0.05,0,0,0.24,0.25,0.46,0.26,0.99,0,0.78,0,0,0.26,0,0.63,0.47,0,0,0.27,0.35,0.1,0,0.4,0,0.26,0,0.28,0.31,0,0.56,0.54,0.78,0,0.73,0.7,0.55,0.89,0.43,0.94,0.19,0.26,0.72,0.38,0.24,0.22,0,0.62,0.85,0,0.25,0,0.7,0,0.5,0,0.08,0.55,0.13,0.09,0.82,0.55,0.73,0.72,0.12,0.57,0,0.8,0.38,0.49,0.61,0,0.58,0.58,0.6,0,0.62,0,0.21,0,0,0.6,0,0,0,0.39,0.05,0,0.59,0.9,0.96,0.1,0.07,0,0.76,0.52,0.89,Low Control,0.21
38,1.6,1,Neutral,0.18,0.02,0.17,0.07,0.31,0.15,0.1,0.18,-0.28,0.61,0.32,0.6,0.75,0,0.9,0.02,0.05,0,0.57,0,0,0.45,0,0.3,0,0.68,0.82,0.67,0.4,0.7,0,0,0.85,0,0,0.49,0.23,0,0.31,0,0,0.36,0,0,0,0.55,0.7,0,0.61,0.46,0.3,0,0.32,0.6,0.75,0,0.9,0.04,0.51,0.02,0,0.01,0.37,0.72,0.05,0,0,0.57,0.24,0,0,0.69,0,0.45,0,0.6,0,0,0.3,0.26,0.54,0,0.68,0.82,0.75,0.77,0.67,0.96,0,0,0.4,0.7,0.38,0.59,0,0.63,0.61,0,0.5,0,0.85,0,0.23,0,0.46,0.16,0,0.5,0.93,0.49,0.92,0.78,0.12,0.82,0,0.53,0.5,0.66,0.38,0.31,0.23,0.47,0.64,0,0.31,0,0,0,0,0.36,0,0,0,0.04,0,0,0.56,0.99,0.81,0.49,0,0,0.55,0.15,0.7,Obstructive,0.29
39,1.68,1,Happy,0.15,0.02,0.09,0.34,0.22,0.14,0.04,-0.04,-0.27,0.3,0.27,0.29,0.48,0.21,0.99,0,0.43,0,0.32,0,0,0.31,0,0.53,0,0.72,0.7,0.45,0.69,0.42,0,0,0.71,0,0.14,0.56,0.56,0,0.6,0,0,0.56,0,0.01,0.03,0.73,0.88,0,0.3,0.1,0.05,0,0.27,0.29,0.48,0.21,0.99,0,0.76,0,0,0.26,0,0.63,0.43,0,0,0.32,0.37,0.09,0,0.42,0,0.31,0,0.31,0.26,0,0.53,0.5,0.75,0,0.72,0.7,0.56,0.87,0.45,0.94,0.15,0.22,0.69,0.42,0.28,0.27,0,0.64,0.83,0,0.3,0,0.71,0,0.46,0,0.12,0.52,0.14,0.14,0.84,0.56,0.75,0.72,0.15,0.61,0,0.78,0.42,0.5,0.61,0,0.56,0.55,0.63,0,0.6,0,0.2,0,0,0.56,0,0,0,0.37,0.01,0,0.57,0.91,0.94,0.15,0.03,0,0.73,0.48,0.88,Low Control,0.23
40,1.728,1,Neutral,0.13,0.02,0.09,0.05,0.34,0.33,0.06,0.17,-0.28,0.59,0.31,0.58,0.73,0,0.91,0,0.08,0,0.55,0,0,0.44,0,0.32,0,0.69,0.82,0.66,0.43,0.68,0,0,0.85,0,0,0.5,0.26,0,0.34,0,0,0.39,0,0,0,0.57,0.72,0,0.59,0.44,0.28,0,0.31,0.58,0.73,0,0.91,0.01,0.53,0,0,0.04,0.34,0.72,0.08,0,0,0.55,0.25,0,0,0.67,0,0.44,0,0.58,0,0,0.32,0.28,0.56,0,0.69,0.82,0.74,0.78,0.66,0.96,0,0,0.43,0.68,0.37,0.57,0,0.63,0.63,0,0.49,0,0.85,0,0.26,0,0.44,0.2,0,0.47,0.93,0.5,0.91,0.78,0.12,0.81,0,0.56,0.5,0.66,0.4,0.28,0.26,0.49,0.64,0,0.34,0,0,0,0,0.39,0,0,0,0.07,0,0,0.57,0.99,0.83,0.47,0,0,0.57,0.18,0.72,Obstructive,0.28
41,1.76,1,,0.17,0.03,0.12,0.24,0.19,0.15,0.1,-0.19,-0.21,0,0.26,0.02,0.22,0.36,1,0,0.63,0,0.12,0.2,0,0.21,0,0.57,0,0.63,0.51,0.18,0.83,0.16,0,0,0.51,0,0.3,0.62,0.75,0.07,0.79,0,0,0.59,0,0.31,0.33,0.76,0.96,0,0,0,0,0,0.26,0.02,0.22,0.36,1,0,0.85,0,0,0.45,0,0.45,0.63,0,0.12,0.12,0.48,0.36,0.2,0.14,0,0.21,0,0,0.47,0,0.57,0.56,0.82,0,0.63,0.51,0.32,0.85,0.18,0.85,0.41,0.46,0.83,0.16,0.23,0,0,0.65,0.91,0,0.15,0,0.51,0,0.5,0,0,0.7,0.3,0,0.74,0.62,0.57,0.56,0.21,0.41,0,0.91,0.37,0.26,0.76,0,0.75,0.48,0.61,0.07,0.79,0,0.45,0,0.23,0.59,0,0,0,0.6,0.31,0,0.45,0.78,0.96,0,0.33,0,0.76,0.63,0.96,Low Control,0.24
42,1.808,1,,0.14,0.03,0.1,0.21,0.26,0.15,0.12,0.33,-0.3,0.78,0.26,0.75,0.87,0,0.78,0.16,0,0,0.65,0,0,0.47,0,0.12,0,0.62,0.86,0.78,0.16,0.83,0,0,0.91,0,0,0.36,0,0,0.05,0,0,0.2,0,0,0,0.39,0.52,0.02,0.78,0.64,0.38,0,0.26,0.75,0.87,0,0.78,0.2,0.29,0.16,0,0,0.56,0.75,0,0,0,0.65,0.06,0,0,0.82,0,0.47,0,0.75,0,0,0.12,0.07,0.35,0,0.62,0.86,0.84,0.66,0.78,0.92,0,0,0.16,0.83,0.36,0.76,0,0.54,0.42,0,0.56,0,0.91,0,0.06,0,0.65,0,0,0.68,0.93,0.36,0.98,0.79,0.01,0.9,0,0.31,0.48,0.74,0.15,0.46,0,0.4,0.57,0,0.05,0,0,0,0,0.2,0,0,0,0,0,0,0.53,1,0.68,0.65,0,0,0.39,0,0.52,Obstructive,0.31
43,1.84,1,,0.2,0.05,0.11,0.28,0.21,0.1,0.06,0.32,-0.23,0.75,0.37,0.77,0.84,0,0.79,0.25,0,0,0.71,0,0,0.56,0,0.06,0.05,0.56,0.81,0.72,0.16,0.84,0,0,0.86,0,0,0.46,0,0,0.1,0,0,0.13,0,0,0,0.34,0.55,0.12,0.75,0.65,0.47,0,0.37,0.77,0.84,0,0.79,0.28,0.28,0.25,0,0,0.58,0.68,0,0,0,0.71,0.17,0,0,0.77,0,0.56,0,0.7,0,0,0.06,0,0.32,0.05,0.56,0.81,0.78,0.62,0.72,0.89,0,0,0.16,0.84,0.46,0.75,0,0.62,0.41,0,0.64,0,0.86,0,0,0,0.6,0,0,0.68,0.96,0.46,0.98,0.73,0.13,0.92,0,0.32,0.57,0.67,0.23,0.52,0,0.31,0.66,0,0.1,0,0,0,0,0.13,0,0,0,0,0,0,0.44,0.99,0.66,0.68,0,0,0.34,0,0.55,Obstructive,0.38
44,1.887,1,,0.17,0.02,0.11,0.22,0.25,0.13,0.1,0.24,-0.25,0.67,0.36,0.68,0.79,0,0.86,0.13,0,0,0.64,0,0,0.52,0,0.19,0.03,0.62,0.81,0.68,0.31,0.76,0,0,0.85,0,0,0.5,0.15,0,0.24,0,0,0.26,0,0,0,0.46,0.65,0,0.67,0.55,0.39,0,0.36,0.68,0.79,0,0.86,0.16,0.42,0.13,0,0,0.46,0.69,0,0,0,0.64,0.24,0,0,0.72,0,0.52,0,0.64,0,0,0.19,0.15,0.45,0.03,0.62,0.81,0.76,0.71,0.68,0.93,0,0,0.31,0.76,0.44,0.66,0,0.65,0.53,0,0.58,0,0.85,0,0.12,0,0.52,0.06,0,0.58,0.95,0.5,0.95,0.75,0.15,0.87,0,0.45,0.55,0.66,0.33,0.41,0.15,0.4,0.67,0,0.24,0,0,0,0,0.26,0,0,0,0,0,0,0.5,0.99,0.75,0.58,0,0,0.46,0.03,0.65,Obstructive,0.34
45,1.92,0.83,Happy,0.18,0.02,0.06,0.36,0.2,0.14,0.04,-0.28,-0.27,0,0.1,0,0.09,0.52,0.97,0,0.73,0,0,0.16,0,0.02,0,0.68,0,0.66,0.47,0.1,0.9,0,0,0,0.44,0,0.21,0.52,0.8,0.07,0.81,0,0,0.68,0,0.41,0.43,0.83,0.96,0,0,0,0,0,0.1,0,0.09,0.52,0.97,0,0.92,0,0,0.4,0,0.43,0.73,0,0.17,0,0.38,0.39,0.16,0.03,0,0.02,0,0,0.61,0,0.68,0.67,0.89,0,0.66,0.47,0.25,0.88,0.1,0.82,0.54,0.59,0.9,0,0.05,0,0,0.54,0.96,0,0,0,0.44,0,0.61,0,0,0.8,0.21,0,0.62,0.52,0.45,0.55,0.06,0.26,0,0.95,0.2,0.22,0.74,0,0.8,0.54,0.48,0.07,0.81,0,0.44,0,0.3,0.68,0,0,0,0.61,0.41,0,0.48,0.71,0.98,0,0.43,0,0.83,0.74,0.96,Low Control,0.17
46,1.968,1,,0.25,0.02,0.06,0.16,0.18,0.17,0.16,0.17,-0.27,0.6,0.33,0.6,0.74,0,0.9,0.01,0.07,0,0.56,0,0,0.46,0,0.31,0,0.68,0.82,0.66,0.41,0.69,0,0,0.84,0,0,0.5,0.25,0,0.33,0,0,0.37,0,0,0,0.55,0.71,0,0.6,0.45,0.3,0,0.33,0.6,0.74,0,0.9,0.03,0.52,0.01,0,0.04,0.36,0.71,0.07,0,0,0.56,0.25,0,0,0.67,0,0.46,0,0.59,0,0,0.31,0.26,0.54,0,0.68,0.82,0.74,0.77,0.66,0.95,0,0,0.41,0.69,0.39,0.58,0,0.64,0.62,0,0.5,0,0.84,0,0.24,0,0.45,0.18,0,0.49,0.93,0.5,0.92,0.78,0.13,0.82,0,0.54,0.51,0.65,0.39,0.3,0.25,0.47,0.65,0,0.33,0,0,0,0,0.37,0,0,0,0.06,0,0,0.56,0.99,0.82,0.48,0,0,0.55,0.16,0.71,Obstructive,0.29
47,1.999,0.93,,0.18,0.02,0.05,0.18,0.29,0.18,0.1,-0.24,-0.29,0,0.1,0,0.17,0.49,0.98,0,0.69,0,0,0.1,0,0.05,0,0.68,0,0.7,0.53,0.19,0.87,0.07,0,0,0.51,0,0.17,0.51,0.76,0,0.77,0,0,0.69,0,0.34,0.36,0.84,0.95,0,0,0,0,0,0.1,0,0.17,0.49,0.98,0,0.91,0,0,0.36,0,0.49,0.69,0,0.09,0,0.36,0.32,0.1,0.11,0,0.05,0,0,0.56,0,0.68,0.67,0.88,0,0.7,0.53,0.32,0.9,0.19,0.85,0.48,0.53,0.87,0.07,0.07,0,0,0.54,0.95,0,0,0,0.51,0,0.61,0,0,0.76,0.17,0,0.66,0.51,0.51,0.6,0.05,0.32,0,0.93,0.22,0.29,0.7,0,0.76,0.58,0.49,0,0.77,0,0.39,0,0.22,0.69,0,0,0,0.56,0.34,0,0.53,0.75,0.99,0,0.36,0,0.84,0.72,0.95,Low Control,0.16
48,2.047,1,Happy,0.15,0.03,0.07,0.36,0.17,0.15,0.07,0.14,-0.13,0.5,0.54,0.58,0.64,0,0.92,0.14,0.08,0,0.64,0,0,0.62,0,0.17,0.23,0.52,0.67,0.49,0.42,0.67,0,0,0.72,0,0.24,0.69,0.35,0,0.44,0,0,0.22,0,0,0,0.45,0.77,0.02,0.5,0.44,0.44,0,0.54,0.58,0.64,0,0.92,0.15,0.49,0.14,0,0.27,0.33,0.53,0.08,0,0,0.64,0.47,0,0,0.54,0,0.62,0,0.44,0,0,0.17,0.13,0.47,0.23,0.52,0.67,0.59,0.68,0.49,0.88,0,0,0.42,0.67,0.57,0.52,0,0.79,0.6,0,0.63,0,0.72,0,0.08,0,0.3,0.2,0.24,0.42,0.97,0.69,0.89,0.62,0.38,0.83,0,0.57,0.68,0.47,0.55,0.38,0.35,0.28,0.8,0,0.44,0,0.1,0,0,0.22,0,0,0,0.23,0,0,0.36,0.95,0.78,0.49,0,0,0.45,0.11,0.77,Neutral,0.42
49,2.08,0.75,,0.24,0.03,0.04,0.23,0.16,0.24,0.05,-0.31,-0.24,0,0.11,0,0.01,0.53,0.96,0,0.76,0,0,0.23,0,0.01,0,0.66,0,0.61,0.4,0.02,0.92,0,0,0,0.38,0,0.25,0.54,0.84,0.14,0.85,0,0,0.66,0,0.47,0.49,0.82,0.97,0,0,0,0,0,0.11,0,0.01,0.53,0.96,0,0.93,0,0,0.45,0,0.36,0.76,0,0.24,0,0.42,0.45,0.23,0,0,0.01,0,0,0.63,0,0.66,0.66,0.88,0,0.61,0.4,0.17,0.85,0.02,0.78,0.58,0.63,0.92,0,0.05,0,0,0.54,0.96,0,0,0,0.38,0,0.59,0,0,0.82,0.25,0,0.59,0.54,0.4,0.49,0.08,0.21,0,0.96,0.2,0.14,0.77,0,0.84,0.5,0.49,0.14,0.85,0,0.5,0,0.37,0.66,0,0,0,0.66,0.47,0,0.43,0.67,0.97,0,0.49,0,0.82,0.75,0.97,Low Control,0.18
50,2.128,0.96,,0.16,0.03,0.04,0.25,0.27,0.21,0.04,-0.22,-0.31,0,0.09,0,0.2,0.49,0.98,0,0.68,0,0,0.06,0,0.04,0,0.69,0,0.72,0.56,0.22,0.87,0.09,0,0,0.54,0,0.13,0.49,0.74,0,0.75,0,0,0.71,0,0.31,0.33,0.85,0.94,0,0,0,0,0,0.09,0,0.2,0.49,0.98,0,0.91,0,0,0.32,0,0.52,0.68,0,0.04,0,0.33,0.29,0.06,0.15,0,0.04,0,0.02,0.55,0,0.69,0.68,0.89,0,0.72,0.56,0.36,0.91,0.22,0.87,0.46,0.52,0.87,0.09,0.05,0,0,0.53,0.95,0,0,0,0.54,0,0.63,0,0,0.74,0.13,0,0.66,0.49,0.53,0.63,0.02,0.33,0,0.92,0.21,0.33,0.68,0,0.74,0.6,0.48,0,0.75,0,0.35,0,0.18,0.71,0,0,0,0.53,0.31,0,0.56,0.77,0.99,0,0.33,0,0.85,0.71,0.94,Low Control,0.15
