angry;disgust;scared;happy;sad;surprised;neutral
2.59;0.04;4.0;0.81;19.18;0.38;73.0
2.95;0.12;2.69;0.95;21.15;0.1;72.05
5.7;0.11;2.91;1.92;16.68;0.08;72.59
3.08;0.08;1.73;1.13;16.83;0.12;77.03
3.62;0.17;2.49;1.19;25.1;0.2;67.23
2.07;0.03;2.46;0.48;15.4;0.16;79.4
2.55;0.03;2.89;0.66;14.99;0.26;78.63
3.25;0.13;3.58;0.58;36.16;0.44;55.85
4.73;0.02;2.18;1.09;13.2;0.25;78.54
5.47;0.08;5.16;0.4;24.81;0.83;63.25
4.02;0.01;3.61;1.34;17.59;0.32;73.11
2.28;0.02;4.47;0.54;17.91;0.54;74.23
4.25;0.01;3.87;0.81;19.79;0.38;70.88
2.95;0.01;4.69;0.64;21.22;0.35;70.13
3.27;0.02;3.71;0.63;18.19;0.35;73.84
2.89;0.01;4.29;0.5;15.12;0.59;76.59
3.15;0.02;5.02;0.69;20.89;0.32;69.92
2.81;0.03;3.83;0.65;17.52;0.51;74.64
2.24;0.02;3.52;0.55;17.1;0.46;76.11
2.89;0.03;4.9;0.68;17.3;0.54;73.66
3.61;0.05;3.83;0.59;18.85;0.42;72.66
2.55;0.01;4.23;0.46;12.14;0.48;80.13
3.62;0.01;4.03;0.51;18.72;0.43;72.68
